Population ID (Patch ID),Actual Population ID,Plant #,"Pollinia Removed (Inflorescence 1, Flower 1)","Pollinia Removed (Inflorescence 1, Flower 2)","Pollinia Removed (Inflorescence 1, Flower 3)","Pollinia Removed (Inflorescence 2, Flower 1)","Pollinia Removed (Inflorescence 2, Flower 2)","Pollinia Removed (Inflorescence 2, Flower 3)","Pollinia Removed (Inflorescence 3, Flower 1)","Pollinia Removed (Inflorescence 3, Flower 2)","Pollinia Removed (Inflorescence 3, Flower 3)",Area (sq m),Plants Present,Weevil Attack/Eggs,2011 NLCD Land Use/Land Cover within 200 m,Notes,"Population Age Stage (Early, Middle, Late)",Pods Seen,Date Found,Latitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Date Revisited,Height (cm),Pods Produced,Peduncles,Leaf collected?,"Leaf collected? 1 = yes, 0 = no",Seeds collected?,"Seeds collected? 1 = yes, 0 = no",Notes
AS014,MW006,4,0,1,0,2,2,2,0,3,2,300,100,N,"Grassland/Herbaceous
Developed, Medium Intensity",Roadside swale,Not recorded,Not recorded,7/10/2018,43.438669,-79.780878,N,,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
AS014,MW006,5,0,0,0,0,0,0,No third inflorescence,No third inflorescence,No third inflorescence,300,100,N,"Grassland/Herbaceous
Developed, Medium Intensity",Roadside swale,Not recorded,Not recorded,7/10/2018,43.438669,-79.780878,"10 ants seen, 2 insects collected",,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
AS015,MW006,1,2,5,5,4,4,2,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,10,15,N,"Scrub/Shrub
Developed, Medium Intensity",,Not recorded,Not recorded,7/10/2018,43.434924,-79.777459,1,,,,,,,,,,9/14/2018,103,3,2,yes,1,yes,1,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
AS015,MW006,2,0,0,0,2,1,2,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,10,15,N,"Scrub/Shrub
Developed, Medium Intensity",,Not recorded,Not recorded,7/10/2018,43.434924,-79.777459,1,,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
AS015,MW006,3,0,0,0,0,0,1,No third inflorescence,No third inflorescence,No third inflorescence,10,15,N,"Scrub/Shrub
Developed, Medium Intensity",,Not recorded,Not recorded,7/10/2018,43.434924,-79.777459,3 milkweed beetles (2 collected),,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
AS015,MW006,4,2,0,1,3,2,2,No third inflorescence,No third inflorescence,No third inflorescence,10,15,N,"Scrub/Shrub
Developed, Medium Intensity",,Not recorded,Not recorded,7/10/2018,43.434924,-79.777459,,,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
AS015,MW006,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,10,15,N,"Scrub/Shrub
Developed, Medium Intensity",,Not recorded,Not recorded,7/10/2018,43.434924,-79.777459,"1, 1 soldier beetle seen",,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
AS016,MW006,1,0,0,0,0,2,3,1,0,1,200,60,N,"Scrub/Shrub
Developed, Medium Intensity",,Not recorded,Not recorded,7/10/2018,43.436081,-79.777321,1 milkweed beetle seen,,,,,,,,,,9/14/2018,151,7,6,yes,1,yes,1,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
AS016,MW006,2,0,0,0,2,0,2,0,1,0,200,60,N,"Scrub/Shrub
Developed, Medium Intensity",,Not recorded,Not recorded,7/10/2018,43.436081,-79.777321,1 collected. Ants covering 1 inflorescence,,,,,,,,,,9/14/2018,163,13,9,yes,1,yes,1,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
AS016,MW006,3,0,0,0,3,3,2,0,0,2,200,60,N,"Scrub/Shrub
Developed, Medium Intensity",,Not recorded,Not recorded,7/10/2018,43.436081,-79.777321,,,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
AS016,MW006,4,4,0,2,0,0,1,No third inflorescence,No third inflorescence,No third inflorescence,200,60,N,"Scrub/Shrub
Developed, Medium Intensity",,Not recorded,Not recorded,7/10/2018,43.436081,-79.777321,"Ants seen, 1 collected",,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
AS016,MW006,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,200,60,N,"Scrub/Shrub
Developed, Medium Intensity",,Not recorded,Not recorded,7/10/2018,43.436081,-79.777321,,,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
AS017,MW007,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1,2,N,"Open Water
Deciduous Forest
Developed, Open Space",Lowville Park. Much herbivory observed.,Not recorded,Not recorded,7/10/2018,43.434493,-79.904435,3+ collected,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS017,MW007,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1,2,N,"Open Water
Deciduous Forest
Developed, Open Space",Lowville Park. Much herbivory observed.,Not recorded,Not recorded,7/10/2018,43.434493,-79.904435,,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS018,MW007,1,Undeveloped first inflorescence,Undeveloped first inflorescence,Undeveloped first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1,3,N,"Open Water
Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",Lowville Park,Not recorded,Not recorded,7/10/2018,43.434819,-79.902274,,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS018,MW007,2,Undeveloped first inflorescence,Undeveloped first inflorescence,Undeveloped first inflorescence,Undeveloped second inflorescence,Undeveloped second inflorescence,Undeveloped second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1,3,N,"Open Water
Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",Lowville Park,Not recorded,Not recorded,7/10/2018,43.434819,-79.902274,,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS018,MW007,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1,3,N,"Open Water
Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",Lowville Park,Not recorded,Not recorded,7/10/2018,43.434819,-79.902274,,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS019,MW007,1,0,1,1,1,3,2,1,4,1,36,50,N,"Open Water
Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",,Not recorded,Not recorded,7/10/2018,43.434125,-79.903894,Y,,,,,,,,,,9/13/2018,99,5,4,yes,1,yes,1,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS019,MW007,2,1,0,1,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,36,50,N,"Open Water
Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",,Not recorded,Not recorded,7/10/2018,43.434125,-79.903894,2 earwings not collected,,,,,,,,,,9/13/2018,136,11,5,yes,1,yes,1,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS019,MW007,3,2,0,2,2,2,4,2,4,2,36,50,N,"Open Water
Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",,Not recorded,Not recorded,7/10/2018,43.434125,-79.903894,1,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS019,MW007,4,3,0,1,0,1,2,1,0,4,36,50,N,"Open Water
Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",,Not recorded,Not recorded,7/10/2018,43.434125,-79.903894,"Y, 1 soldier beetle not collected",,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS019,MW007,5,1,2,0,3,2,3,No third inflorescence,No third inflorescence,No third inflorescence,36,50,N,"Open Water
Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",,Not recorded,Not recorded,7/10/2018,43.434125,-79.903894,1,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS020,MW007,1,0,1,2,1,5,1,3,0,3,900,300,N,"Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",Large sloping field at Lowville Park,Not recorded,Not recorded,7/10/2018,43.433302,-79.902403,2,,,,,,,,,,9/13/2018,74,5,2,yes,1,yes,1,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS020,MW007,2,0,0,0,0,1,1,5,4,0,900,300,"Y, eggs","Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",Large sloping field at Lowville Park,Not recorded,Not recorded,7/10/2018,43.433302,-79.902403,4. 4+ milkweed beetles seen. 20+ soldier beetles seen.,,,,,,,,,,9/13/2018,141,10,6,yes,1,yes,1,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS020,MW007,3,3,1,4,0,2,3,No third inflorescence,No third inflorescence,No third inflorescence,900,300,N,"Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",Large sloping field at Lowville Park,Not recorded,Not recorded,7/10/2018,43.433302,-79.902403,"10+ soldier beetles, 1 collected. Leafhopper seen",,,,,,,,,,9/13/2018,139,8,3,yes,1,yes,1,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS020,MW007,4,4,5,5,1,1,1,4,4,No viable flower,900,300,N,"Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",Large sloping field at Lowville Park,Not recorded,Not recorded,7/10/2018,43.433302,-79.902403,Soldier beetles seen. Spider collected.,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS020,MW007,5,2,2,3,0,2,3,3,4,4,900,300,N,"Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",Large sloping field at Lowville Park,Not recorded,Not recorded,7/10/2018,43.433302,-79.902403,"Soldier beetles seen, 1 collected. Ants seen.",,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,1,N/A,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS021,MW008,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,21,25,N,"Open Water
Cropland
Developed, Low Intensity",Population next to stop sign,Not recorded,Not recorded,7/10/2018,43.457451,-79.866815,,,,,,,,,,,9/13/2018,126,4,3,yes,1,yes,1,Plants less than 3 m apart
AS021,MW008,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,21,25,N,"Open Water
Cropland
Developed, Low Intensity",Population next to stop sign,Not recorded,Not recorded,7/10/2018,43.457451,-79.866815,,,,,,,,,,,9/13/2018,115,3,3,yes,1,yes,1,Plants less than 3 m apart
AS021,MW008,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,21,25,N,"Open Water
Cropland
Developed, Low Intensity",Population next to stop sign,Not recorded,Not recorded,7/10/2018,43.457451,-79.866815,,,,,,,,,,,9/13/2018,109,1,1,yes,1,yes,1,Plants less than 3 m apart
AS021,MW008,4,0,1,1,2,5,3,3,3,3,21,25,N,"Open Water
Cropland
Developed, Low Intensity",Population next to stop sign,Not recorded,Not recorded,7/10/2018,43.457451,-79.866815,Ants seen,,,,,,,,,,9/13/2018,95,0,0,yes,1,no,0,Plants less than 3 m apart
AS021,MW008,5,0,1,1,0,0,0,1,0,0,21,25,N,"Open Water
Cropland
Developed, Low Intensity",Population next to stop sign,Not recorded,Not recorded,7/10/2018,43.457451,-79.866815,,,,,,,,,,,9/13/2018,73,0,0,yes,1,no,0,Plants less than 3 m apart
AS022,MW009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,25,NA,"Cropland
Developed, Low Intensity",POPULATION NOT SAMPLED. Location too steep to access safetly.,Not recorded,Not recorded,7/10/2018,43.516263,-79.779220,NA,,,,,,,,,,9/14/2018,109,5,3,yes,1,yes,1,
AS022,MW009,2,,,,,,,,,,21,25,NA,"Cropland
Developed, Low Intensity",POPULATION NOT SAMPLED. Location too steep to access safetly.,Not recorded,Not recorded,7/10/2018,43.516263,-79.779220,,,,,,,,,,,9/14/2018,83,2,3,yes,1,yes,1,
AS022,MW009,3,,,,,,,,,,21,25,NA,"Cropland
Developed, Low Intensity",POPULATION NOT SAMPLED. Location too steep to access safetly.,Not recorded,Not recorded,7/10/2018,43.516263,-79.779220,,,,,,,,,,,9/14/2018,30,0,0,yes,1,no,0,
AS022,MW009,4,,,,,,,,,,21,25,NA,"Cropland
Developed, Low Intensity",POPULATION NOT SAMPLED. Location too steep to access safetly.,Not recorded,Not recorded,7/10/2018,43.516263,-79.779220,,,,,,,,,,,9/14/2018,47,0,0,yes,1,no,0,
AS022,MW009,5,,,,,,,,,,21,25,NA,"Cropland
Developed, Low Intensity",POPULATION NOT SAMPLED. Location too steep to access safetly.,Not recorded,Not recorded,7/10/2018,43.516263,-79.779220,,,,,,,,,,,9/14/2018,63,0,0,yes,1,no,0,
AS023,MW010,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,2,1,N,"Cropland
Grassland/Herbaceous
Developed, Low Intensity",,Not recorded,Not recorded,7/13/2018,43.525816,-79.791571,,,,,,,,,,,9/13/2018,35,0,0,yes,1,no,0,
AS023,MW010,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,2,1,N,"Cropland
Grassland/Herbaceous
Developed, Low Intensity",,Not recorded,Not recorded,7/13/2018,43.525816,-79.791571,1 milkweed beetle seen,,,,,,,,,,9/13/2018,42,0,0,yes,1,no,0,
AS024,MW011,1,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,1000,100,N,"Scrub/Shrub
Developed, High Intensity",Kariya Park,Late,7,7/12/2018,43.589594,-79.638468,,,,,,,,,,,9/19/2018,124,4,4,yes,1,yes,1,plants >3 m apart
AS024,MW011,2,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,1000,100,N,"Scrub/Shrub
Developed, High Intensity",Kariya Park,Late,0,7/12/2018,43.589594,-79.638468,,,,,,,,,,,9/19/2018,123,2,6,yes,1,yes,1,plants >3 m apart
AS024,MW011,3,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,1000,100,N,"Scrub/Shrub
Developed, High Intensity",Kariya Park,Late,7,7/12/2018,43.589594,-79.638468,,,,,,,,,,,9/19/2018,155,6,9,yes,1,yes,1,plants >3 m apart
AS024,MW011,4,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1000,100,N,"Scrub/Shrub
Developed, High Intensity",Kariya Park,Late,0,7/12/2018,43.589594,-79.638468,1,,,,,,,,,,9/19/2018,137,4,7,yes,1,yes,1,plants >3 m apart
AS024,MW011,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1000,100,N,"Scrub/Shrub
Developed, High Intensity",Kariya Park,Late,0,7/12/2018,43.589594,-79.638468,1,,,,,,,,,,9/19/2018,127,4,5,yes,1,yes,1,plants >3 m apart
AS025,MW012,1,0,1,1,3,0,2,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,20,15,N,"Scrub/Shrub
Deciduous Forest
Developed, Medium Intensity",Springbank Park,Mid-Late,0,7/12/2018,43.534585,-79.645432,,,,,,,,,,,9/16/2018,130,9,5,yes,1,yes,1,"Plants 4&5 <3 m apart; 1,2,3 >3 m apart."
AS025,MW012,2,1,2,1,0,0,5,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,20,15,N,"Scrub/Shrub
Deciduous Forest
Developed, Medium Intensity",Springbank Park,Mid-Late,4,7/12/2018,43.534585,-79.645432,,,,,,,,,,,9/16/2018,84,1,2,yes,1,yes,1,"Plants 4&5 <3 m apart; 1,2,3 >3 m apart."
AS025,MW012,3,3,3,3,2,2,3,1,1,3,20,15,N,"Scrub/Shrub
Deciduous Forest
Developed, Medium Intensity",Springbank Park,Mid-Late,0,7/12/2018,43.534585,-79.645432,Ants seen,,,,,,,,,,9/16/2018,137,12,5,yes,1,yes,1,"Plants 4&5 <3 m apart; 1,2,3 >3 m apart."
AS025,MW012,4,1,3,3,3,0,3,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,20,15,N,"Scrub/Shrub
Deciduous Forest
Developed, Medium Intensity",Springbank Park,Mid-Late,0,7/12/2018,43.534585,-79.645432,1,,,,,,,,,,9/16/2018,97,5,4,yes,1,yes,1,"Plants 4&5 <3 m apart; 1,2,3 >3 m apart."
AS025,MW012,5,1,3,3,1,2,3,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,20,15,N,"Scrub/Shrub
Deciduous Forest
Developed, Medium Intensity",Springbank Park,Mid-Late,0,7/12/2018,43.534585,-79.645432,1 vial coll. Soldier beetle observed,,,,,,,,,,9/16/2018,134,10,3,yes,1,yes,1,"Plants 4&5 <3 m apart; 1,2,3 >3 m apart."
AS026,MW013,1,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,6,15,N,"Developed, Medium Intensity",Garden outside Stan Design. Not planted; colonized naturally- spoke to worker.,Late,8,7/12/2018,43.615384,-79.570454,2 earwigs seen. 1 milkweed beetle collected.,,,,,,,,,,9/10/2018,128,12,4,yes (pod collected; no leaves left),1,yes,1,Dense patch. <3m between plants
